ngram	year	match_count	page_count	volume_count
паз	1844	3	3	3
паз	1845	1	1	1
паз	1846	1	1	1
паз	1848	1	1	1
паз	1849	2	2	1
паз	1850	3	3	3
паз	1851	3	3	3
паз	1853	5	5	4
паз	1854	2	2	2
паз	1855	4	4	3
паз	1856	5	5	5
паз	1857	4	4	3
паз	1858	4	4	4
паз	1859	4	4	4
паз	1860	4	4	4
паз	1862	1	1	1
паз	1863	2	2	2
паз	1864	1	1	1
паз	1865	3	3	2
паз	1866	2	2	2
паз	1867	5	5	5
паз	1869	1	1	1
паз	1870	5	5	5
паз	1871	3	3	3
паз	1873	2	2	2
паз	1875	1	1	1
паз	1877	1	1	1
паз	1879	4	4	4
паз	1881	2	2	2
паз	1882	1	1	1
паз	1883	3	3	3
паз	1884	3	3	2
паз	1885	1	1	1
паз	1886	1	1	1
паз	1887	1	1	1
паз	1888	16	16	10
паз	1890	1	1	1
паз	1891	7	7	4
паз	1892	1	1	1
паз	1893	1	1	1
паз	1894	1	1	1
паз	1897	1	1	1
паз	1898	2	2	2
паз	1899	1	1	1
паз	1900	5	5	2
паз	1902	2	2	2
паз	1903	2	2	2
паз	1905	1	1	1
паз	1906	1	1	1
паз	1907	1	1	1
паз	1908	3	3	3
паз	1909	3	3	2
паз	1910	2	2	1
паз	1911	4	4	4
паз	1914	1	1	1
паз	1915	1	1	1
паз	1916	4	4	3
паз	1917	4	4	4
паз	1919	1	1	1
паз	1921	3	3	3
паз	1922	3	3	3
паз	1923	3	3	3
паз	1924	5	5	5
паз	1925	6	6	6
паз	1927	4	4	4
паз	1928	4	4	4
паз	1929	5	5	4
паз	1930	6	6	6
паз	1931	2	2	2
паз	1932	3	3	3
паз	1933	4	4	3
паз	1934	3	3	3
паз	1935	2	2	2
паз	1936	3	3	2
паз	1937	4	4	4
паз	1938	6	5	5
паз	1939	5	5	5
паз	1940	1	1	1
паз	1941	67	53	9
паз	1942	3	3	2
паз	1943	3	3	3
паз	1944	2	2	2
паз	1945	3	3	3
паз	1946	8	8	6
паз	1947	4	4	4
паз	1948	5	5	4
паз	1949	9	9	8
паз	1950	8	8	6
паз	1951	5	5	3
паз	1952	4	4	4
паз	1953	2	2	2
паз	1954	4	4	4
паз	1955	9	9	6
паз	1956	8	8	8
паз	1957	2	2	2
паз	1958	11	11	7
паз	1959	4	4	3
паз	1960	1	1	1
паз	1961	6	5	3
паз	1962	11	11	8
паз	1963	3	3	1
паз	1964	2	2	2
паз	1965	3	3	3
паз	1966	2	2	2
паз	1967	2	2	1
паз	1968	3	3	3
паз	1969	1	1	1
паз	1971	1	1	1
паз	1972	1	1	1
паз	1974	1	1	1
паз	1975	1	1	1
паз	1977	1	1	1
паз	1978	1	1	1
паз	1980	6	6	3
паз	1981	1	1	1
паз	1982	2	1	1
паз	1985	1	1	1
паз	1988	1	1	1
паз	2006	1	1	1
палу	1830	1	1	1
палу	1835	2	2	2
палу	1849	2	2	2
палу	1851	1	1	1
палу	1856	1	1	1
палу	1862	1	1	1
палу	1864	1	1	1
палу	1867	1	1	1
палу	1871	1	1	1
палу	1885	1	1	1
палу	1896	1	1	1
палу	1897	1	1	1
палу	1900	1	1	1
палу	1901	2	2	2
палу	1902	2	2	1
палу	1906	1	1	1
палу	1910	1	1	1
палу	1913	1	1	1
палу	1923	1	1	1
палу	1931	1	1	1
палу	1936	1	1	1
палу	1937	2	2	1
палу	1938	1	1	1
палу	1941	1	1	1
палу	1942	1	1	1
палу	1943	1	1	1
палу	1945	1	1	1
палу	1948	1	1	1
палу	1949	1	1	1
палу	1950	1	1	1
палу	1951	4	4	4
палу	1952	4	4	2
палу	1956	1	1	1
палу	1960	2	2	2
палу	1961	1	1	1
палу	1963	1	1	1
палу	1974	2	2	2
палу	1977	1	1	1
палу	1980	1	1	1
палу	1982	1	1	1
палу	1987	1	1	1
палу	1988	1	1	1
палу	1989	1	1	1
пая	1808	1	1	1
пая	1812	1	1	1
пая	1813	1	1	1
пая	1817	2	2	2
пая	1820	1	1	1
пая	1822	1	1	1
пая	1824	1	1	1
пая	1826	2	2	2
пая	1829	1	1	1
пая	1831	2	2	2
пая	1832	2	2	2
пая	1833	3	3	2
пая	1834	5	5	4
пая	1835	3	3	3
пая	1836	5	5	4
пая	1838	5	5	2
пая	1839	4	4	3
пая	1841	2	2	2
пая	1842	2	2	2
пая	1843	2	2	2
пая	1844	5	5	3
пая	1845	3	3	2
пая	1846	7	7	2
пая	1847	3	3	2
пая	1848	3	3	3
пая	1849	6	6	4
пая	1850	6	6	4
пая	1851	6	6	6
пая	1852	2	2	2
пая	1853	6	6	6
пая	1854	2	2	2
пая	1855	5	5	4
пая	1857	6	6	5
пая	1858	3	3	3
пая	1859	5	5	5
пая	1860	11	11	5
пая	1862	2	2	2
пая	1863	2	2	2
пая	1864	3	3	3
пая	1865	4	4	4
пая	1866	4	4	4
пая	1867	5	5	5
пая	1868	3	3	2
пая	1869	8	8	6
пая	1870	3	3	3
пая	1871	1	1	1
пая	1872	2	2	2
пая	1875	4	4	3
пая	1876	1	1	1
пая	1878	3	3	2
пая	1879	3	3	3
пая	1880	2	2	2
пая	1881	2	2	2
пая	1882	2	2	2
пая	1883	3	3	3
пая	1884	8	8	6
пая	1886	5	5	4
пая	1888	11	11	6
пая	1889	2	2	2
пая	1890	3	3	3
пая	1891	5	5	5
пая	1893	2	2	2
пая	1895	1	1	1
пая	1896	3	3	2
пая	1897	3	3	3
пая	1898	1	1	1
пая	1899	1	1	1
пая	1900	1	1	1
пая	1901	4	4	4
пая	1903	4	4	4
пая	1904	8	8	4
пая	1905	4	4	3
пая	1906	2	2	2
пая	1908	3	3	3
пая	1909	1	1	1
пая	1910	3	3	2
пая	1911	1	1	1
пая	1913	2	2	2
пая	1914	1	1	1
пая	1915	4	4	2
пая	1916	4	4	2
пая	1917	3	3	2
пая	1918	6	6	3
пая	1919	5	5	3
пая	1921	4	4	1
пая	1922	4	4	4
пая	1923	2	2	2
пая	1924	4	4	4
пая	1925	1	1	1
пая	1926	2	2	2
пая	1927	1	1	1
пая	1930	2	2	1
пая	1931	3	3	3
пая	1932	5	5	4
пая	1933	1	1	1
пая	1934	2	2	2
пая	1935	2	2	2
пая	1936	3	3	2
пая	1937	7	7	6
пая	1938	5	5	4
пая	1939	2	2	2
пая	1940	4	4	4
пая	1942	5	5	5
пая	1943	6	6	6
пая	1944	4	4	4
пая	1945	2	2	2
пая	1946	7	7	6
пая	1947	5	5	5
пая	1948	4	4	3
пая	1949	1	1	1
пая	1950	9	9	9
пая	1951	8	8	6
пая	1952	2	2	2
пая	1953	4	4	3
пая	1954	1	1	1
пая	1955	4	4	4
пая	1956	3	3	3
пая	1957	1	1	1
пая	1958	1	1	1
пая	1960	2	2	2
пая	1961	5	5	5
пая	1962	6	6	4
пая	1963	3	3	3
пая	1965	2	2	2
пая	1966	3	3	2
пая	1968	2	2	2
пая	1969	1	1	1
пая	1971	1	1	1
пая	1972	1	1	1
пая	1974	3	3	3
пая	1975	1	1	1
пая	1976	1	1	1
пая	1979	3	3	1
пая	1982	2	2	2
пая	1983	1	1	1
пая	1987	1	1	1
пая	1988	1	1	1
пая	1990	1	1	1
пая	1992	2	2	2
пая	1997	2	2	1
пего	1825	2	2	2
пего	1827	1	1	1
пего	1829	1	1	1
пего	1835	1	1	1
пего	1836	1	1	1
пего	1839	1	1	1
пего	1840	1	1	1
пего	1841	1	1	1
пего	1843	1	1	1
пего	1845	1	1	1
пего	1849	1	1	1
пего	1850	1	1	1
пего	1852	1	1	1
пего	1853	1	1	1
пего	1854	3	3	3
пего	1856	5	5	3
пего	1865	1	1	1
пего	1866	1	1	1
пего	1867	1	1	1
пего	1868	1	1	1
пего	1871	1	1	1
пего	1879	1	1	1
пего	1881	2	2	1
пего	1883	2	2	2
пего	1884	5	5	3
пего	1888	1	1	1
пего	1893	1	1	1
пего	1901	2	2	2
пего	1902	1	1	1
пего	1904	1	1	1
пего	1905	1	1	1
пего	1907	1	1	1
пего	1909	3	3	2
пего	1916	1	1	1
пего	1927	1	1	1
пего	1928	1	1	1
пего	1932	2	2	1
пего	1941	1	1	1
пего	1945	1	1	1
пего	1946	2	2	2
пего	1947	1	1	1
пего	1948	1	1	1
пего	1949	2	2	2
пего	1957	1	1	1
пего	1959	1	1	1
пего	1960	1	1	1
пего	1961	2	2	2
пего	1962	1	1	1
пего	1964	1	1	1
пего	1968	3	3	1
пего	1974	1	1	1
пего	1983	1	1	1
пего	1990	1	1	1
петег	1812	1	1	1
петег	1813	1	1	1
петег	1814	1	1	1
петег	1818	3	3	2
петег	1819	1	1	1
петег	1827	1	1	1
петег	1828	2	2	2
петег	1829	1	1	1
петег	1830	2	2	2
петег	1832	2	2	2
петег	1833	1	1	1
петег	1834	1	1	1
петег	1835	5	5	5
петег	1836	3	3	2
петег	1837	2	2	2
петег	1838	3	3	3
петег	1839	2	2	1
петег	1840	6	6	5
петег	1841	6	6	5
петег	1843	2	2	2
петег	1844	2	2	2
петег	1845	2	2	2
петег	1846	1	1	1
петег	1847	3	3	2
петег	1848	8	8	7
петег	1849	17	17	8
петег	1850	4	4	4
петег	1851	5	5	5
петег	1852	4	4	2
петег	1853	6	6	5
петег	1854	6	6	6
петег	1855	3	3	3
петег	1856	7	6	6
петег	1857	6	6	6
петег	1858	6	6	6
петег	1859	11	9	6
петег	1860	5	5	4
петег	1861	6	6	4
петег	1862	2	2	2
петег	1863	4	4	3
петег	1864	1	1	1
петег	1865	7	7	6
петег	1866	8	8	6
петег	1867	13	13	10
петег	1868	1	1	1
петег	1869	5	5	4
петег	1870	1	1	1
петег	1872	5	5	4
петег	1873	6	6	4
петег	1875	6	6	2
петег	1876	6	6	2
петег	1877	4	3	3
петег	1878	2	2	2
петег	1879	4	4	3
петег	1880	6	6	5
петег	1881	2	2	2
петег	1882	1	1	1
петег	1883	2	2	2
петег	1884	7	7	5
петег	1885	1	1	1
петег	1886	1	1	1
петег	1888	5	5	3
петег	1890	3	3	1
петег	1892	2	1	1
петег	1893	3	3	3
петег	1895	1	1	1
петег	1898	1	1	1
петег	1899	1	1	1
петег	1900	2	2	1
петег	1902	1	1	1
петег	1904	1	1	1
петег	1905	1	1	1
петег	1906	3	3	3
петег	1907	1	1	1
петег	1910	1	1	1
петег	1912	1	1	1
петег	1913	1	1	1
петег	1915	1	1	1
петег	1918	1	1	1
петег	1922	3	3	3
петег	1923	3	3	3
петег	1924	2	2	2
петег	1925	3	3	2
петег	1926	1	1	1
петег	1927	1	1	1
петег	1928	1	1	1
петег	1929	6	5	3
петег	1932	3	3	3
петег	1933	2	2	2
петег	1934	3	3	3
петег	1935	5	5	4
петег	1937	2	2	2
петег	1938	2	2	2
петег	1940	4	4	4
петег	1941	1	1	1
петег	1942	2	2	2
петег	1943	1	1	1
петег	1944	4	4	2
петег	1946	4	4	3
петег	1947	1	1	1
петег	1948	3	2	1
петег	1949	4	4	3
петег	1950	3	3	2
петег	1951	1	1	1
петег	1953	1	1	1
петег	1954	2	2	2
петег	1955	2	2	2
петег	1959	1	1	1
петег	1960	1	1	1
петег	1961	2	2	2
петег	1962	4	4	3
петег	1963	3	3	3
петег	1964	1	1	1
петег	1965	2	2	1
петег	1968	1	1	1
петег	1969	1	1	1
петег	1976	2	2	1
петег	1977	1	1	1
петег	1979	5	5	4
петег	1980	11	9	2
петег	1990	1	1	1
петег	2008	1	1	1
пик	1813	1	1	1
пик	1816	1	1	1
пик	1825	1	1	1
пик	1832	1	1	1
пик	1835	2	2	2
пик	1836	1	1	1
пик	1837	1	1	1
пик	1838	1	1	1
пик	1841	1	1	1
пик	1851	1	1	1
пик	1852	1	1	1
пик	1859	2	2	2
пик	1863	1	1	1
пик	1866	1	1	1
пик	1870	1	1	1
пик	1883	1	1	1
пик	1884	2	2	1
пик	1885	1	1	1
пик	1887	1	1	1
пик	1888	1	1	1
пик	1890	1	1	1
пик	1894	2	2	2
пик	1897	1	1	1
пик	1901	1	1	1
пик	1902	1	1	1
пик	1904	2	2	2
пик	1911	1	1	1
пик	1912	1	1	1
пик	1913	1	1	1
пик	1922	1	1	1
пик	1932	1	1	1
пик	1935	1	1	1
пик	1943	1	1	1
пик	1947	1	1	1
пик	1951	1	1	1
пик	1956	1	1	1
пик	1957	5	4	1
пик	1962	1	1	1
пик	1966	1	1	1
пик	1974	1	1	1
пик	1976	3	2	1
пик	1987	1	1	1
пик	1997	2	2	1
пик	1999	2	2	1
поw	1835	2	2	1
поw	1837	1	1	1
поw	1841	3	3	2
поw	1851	4	4	2
поw	1854	2	2	1
поw	1855	2	2	1
поw	1856	1	1	1
поw	1857	1	1	1
поw	1862	1	1	1
поw	1864	2	2	2
поw	1865	1	1	1
поw	1866	1	1	1
поw	1870	1	1	1
поw	1871	2	2	1
поw	1876	2	2	2
поw	1879	7	7	4
поw	1880	1	1	1
поw	1886	1	1	1
поw	1888	1	1	1
поw	1893	1	1	1
поw	1894	1	1	1
поw	1895	7	7	3
поw	1901	2	2	1
поw	1902	1	1	1
поw	1906	1	1	1
поw	1907	1	1	1
поw	1910	1	1	1
поw	1913	1	1	1
поw	1930	1	1	1
поw	1932	2	2	1
поw	1953	1	1	1
поw	1954	1	1	1
поw	1965	1	1	1
поw	1974	1	1	1
поw	1981	2	2	1
поw	2008	1	1	1
под	1772	1	1	1
под	1813	3	3	3
под	1814	1	1	1
под	1837	1	1	1
под	1838	1	1	1
под	1840	1	1	1
под	1845	1	1	1
под	1847	1	1	1
под	1850	2	2	2
под	1853	1	1	1
под	1856	1	1	1
под	1857	1	1	1
под	1858	1	1	1
под	1868	1	1	1
под	1876	1	1	1
под	1877	1	1	1
под	1879	1	1	1
под	1904	1	1	1
под	1905	1	1	1
под	1906	11	10	1
под	1909	1	1	1
под	1911	1	1	1
под	1912	2	2	2
под	1922	3	3	3
под	1924	1	1	1
под	1928	53	42	1
под	1937	1	1	1
под	1939	1	1	1
под	1940	2	2	2
под	1941	6	6	4
под	1944	16	14	4
под	1947	1	1	1
под	1948	2	2	2
под	1949	1	1	1
под	1950	1	1	1
под	1951	9	9	3
под	1952	5	5	2
под	1954	6	5	1
под	1955	2	2	2
под	1956	38	35	5
под	1957	26	20	3
под	1958	22	19	6
под	1959	49	35	2
под	1960	21	15	2
под	1961	73	49	5
под	1962	54	41	3
под	1963	4	4	1
под	1964	13	13	3
под	1965	9	9	3
под	1966	25	17	2
под	1967	1	1	1
под	1968	20	18	2
под	1969	18	15	3
под	1970	12	11	3
под	1972	6	6	2
под	1974	44	37	2
под	1975	20	16	4
под	1976	8	7	3
под	1977	16	15	4
под	1978	121	88	3
под	1980	3	3	1
под	1981	84	67	4
под	1982	51	45	5
под	1983	105	50	2
под	1984	23	20	2
под	1986	2	2	1
под	1987	4	4	2
под	1988	43	32	2
под	1989	6	6	1
под	1991	13	10	1
под	1992	4	4	1
под	1993	1	1	1
под	1995	10	7	1
под	1999	2	2	1
под	2002	3	3	1
положение	1906	1	1	1
положение	1928	1	1	1
положение	1940	1	1	1
положение	1944	5	5	2
положение	1954	5	4	1
положение	1955	4	4	1
положение	1956	1	1	1
положение	1957	6	5	1
положение	1959	5	4	1
положение	1960	10	8	2
положение	1961	6	5	4
положение	1962	14	11	3
положение	1963	1	1	1
положение	1964	22	22	5
положение	1965	1	1	1
положение	1966	6	5	2
положение	1969	9	9	3
положение	1970	5	4	3
положение	1971	2	2	1
положение	1972	1	1	1
положение	1974	4	3	2
положение	1975	2	2	2
положение	1976	8	8	2
положение	1977	7	6	2
положение	1978	45	36	1
положение	1980	1	1	1
положение	1981	25	20	2
положение	1982	11	9	2
положение	1983	8	4	2
положение	1984	5	5	2
положение	1987	1	1	1
положение	1988	4	4	2
положение	1989	1	1	1
положение	1990	1	1	1
положение	1992	2	2	1
положение	1995	2	2	1
полученных	1928	1	1	1
полученных	1951	1	1	1
полученных	1955	3	3	2
полученных	1956	4	3	2
полученных	1957	2	2	1
полученных	1958	14	13	4
полученных	1959	5	5	1
полученных	1960	1	1	1
полученных	1961	8	8	2
полученных	1962	15	12	2
полученных	1964	22	16	2
полученных	1966	3	3	2
полученных	1968	3	2	2
полученных	1972	3	3	1
полученных	1974	31	25	3
полученных	1975	5	5	2
полученных	1976	9	9	2
полученных	1977	11	8	2
полученных	1978	12	10	2
полученных	1981	39	34	2
полученных	1982	12	11	3
полученных	1983	15	13	2
полученных	1987	2	2	1
полученных	1988	1	1	1
полученных	1991	5	5	1
поля	1928	1	1	1
поля	1951	13	5	1
поля	1952	7	3	1
поля	1954	5	2	1
поля	1955	1	1	1
поля	1956	2	2	1
поля	1957	6	3	2
поля	1959	22	9	1
поля	1960	1	1	1
поля	1961	4	3	1
поля	1962	16	10	1
поля	1965	11	7	1
поля	1966	9	6	2
поля	1968	14	10	3
поля	1969	1	1	1
поля	1974	3	3	2
поля	1975	94	39	4
поля	1976	1	1	1
поля	1978	4	4	2
поля	1980	1	1	1
поля	1981	13	9	3
поля	1982	19	15	4
поля	1983	5	4	2
поля	1986	2	2	1
поля	1987	12	8	1
поля	1988	112	48	1
помощи	1899	5	5	3
помощи	1906	4	3	1
помощи	1928	2	2	1
помощи	1944	1	1	1
помощи	1951	27	18	2
помощи	1952	4	3	1
помощи	1954	19	17	1
помощи	1955	30	18	2
помощи	1956	10	7	4
помощи	1957	14	14	2
помощи	1958	22	19	3
помощи	1959	7	6	2
помощи	1960	30	21	2
помощи	1961	10	10	4
помощи	1962	18	16	3
помощи	1964	24	22	2
помощи	1965	12	11	2
помощи	1966	5	5	2
помощи	1968	14	11	2
помощи	1969	2	2	1
помощи	1970	11	8	1
помощи	1972	1	1	1
помощи	1974	6	6	2
помощи	1975	19	18	3
помощи	1977	6	4	2
помощи	1978	25	18	3
помощи	1981	43	40	4
помощи	1982	42	36	3
помощи	1983	7	5	1
помощи	1984	1	1	1
помощи	1987	4	1	1
помощи	1988	3	3	2
помощи	1991	2	2	1
помощи	1995	2	2	1
посредством	1899	2	2	2
посредством	1951	3	3	2
посредством	1952	1	1	1
посредством	1955	3	3	1
посредством	1957	3	3	1
посредством	1958	3	3	2
посредством	1959	2	2	1
посредством	1961	6	5	2
посредством	1962	3	1	1
посредством	1964	2	2	2
посредством	1965	8	7	2
посредством	1966	1	1	1
посредством	1968	1	1	1
посредством	1969	2	2	2
посредством	1972	1	1	1
посредством	1974	5	5	1
посредством	1975	12	10	3
посредством	1976	3	3	2
посредством	1977	4	4	2
посредством	1978	1	1	1
посредством	1981	10	9	4
посредством	1982	8	7	3
посредством	1983	10	9	2
применение	1940	2	2	2
применение	1951	3	3	1
применение	1952	2	2	1
применение	1954	4	3	1
применение	1955	6	6	2
применение	1956	3	3	1
применение	1958	17	16	3
применение	1959	3	3	1
применение	1960	1	1	1
применение	1961	12	11	2
применение	1962	10	9	3
применение	1964	9	7	5
применение	1965	1	1	1
применение	1966	3	3	3
применение	1969	1	1	1
применение	1970	12	9	1
применение	1972	3	3	2
применение	1974	2	2	1
применение	1975	4	2	2
применение	1976	3	3	2
применение	1977	10	10	3
применение	1978	5	5	2
применение	1981	28	28	3
применение	1982	1	1	1
применение	1983	8	8	1
применение	1988	13	13	2
применение	1991	1	1	1
применение	1992	3	2	1
применение	1995	1	1	1
процессе	1906	12	6	1
процессе	1928	1	1	1
процессе	1951	1	1	1
процессе	1954	17	11	1
процессе	1955	5	4	1
процессе	1957	2	2	1
процессе	1958	5	4	2
процессе	1959	2	2	2
процессе	1960	4	4	2
процессе	1961	7	7	2
процессе	1962	8	6	3
процессе	1964	4	4	2
процессе	1965	4	3	1
процессе	1966	4	4	2
процессе	1968	1	1	1
процессе	1970	3	3	1
процессе	1974	24	22	2
процессе	1975	2	2	2
процессе	1976	9	9	3
процессе	1977	2	2	2
процессе	1978	22	20	3
процессе	1981	59	46	3
процессе	1982	10	10	3
процессе	1983	19	16	1
процессе	1988	6	6	2
процессе	1990	2	2	1
процессе	1991	4	4	1
процессе	1995	1	1	1
пути	1855	1	1	1
пути	1886	1	1	1
пути	1928	4	4	1
пути	1939	1	1	1
пути	1940	1	1	1
пути	1944	1	1	1
пути	1945	3	3	3
пути	1951	1	1	1
пути	1954	1	1	1
пути	1955	3	2	1
пути	1957	26	17	1
пути	1958	6	4	3
пути	1959	1	1	1
пути	1960	3	3	2
пути	1961	11	10	2
пути	1962	2	2	2
пути	1963	1	1	1
пути	1964	12	12	2
пути	1965	1	1	1
пути	1966	2	2	1
пути	1968	1	1	1
пути	1970	3	3	2
пути	1971	1	1	1
пути	1974	2	2	2
пути	1975	1	1	1
пути	1977	7	5	3
пути	1978	9	8	1
пути	1981	8	8	2
пути	1982	17	16	2
пути	1984	7	4	2
пути	1988	12	11	1
пути	1990	2	2	1
пути	1992	2	2	1
работе	1906	2	2	1
работе	1928	6	6	1
работе	1944	1	1	1
работе	1951	4	4	2
работе	1952	2	2	1
работе	1954	6	4	1
работе	1955	8	7	2
работе	1956	9	7	2
работе	1957	1	1	1
работе	1958	9	9	5
работе	1960	10	7	2
работе	1961	12	11	1
работе	1962	36	30	3
работе	1964	16	12	2
работе	1965	13	13	2
работе	1966	24	18	3
работе	1968	11	9	1
работе	1970	5	3	1
работе	1972	8	8	3
работе	1974	37	32	3
работе	1975	29	28	4
работе	1976	33	25	3
работе	1977	6	4	3
работе	1978	34	26	2
работе	1981	52	45	4
работе	1982	84	82	5
работе	1983	3	3	1
работе	1987	5	5	2
работе	1988	43	33	2
работе	1991	3	3	1
работе	1995	2	2	1
раде	1822	1	1	1
раде	1827	1	1	1
раде	1829	1	1	1
раде	1838	1	1	1
раде	1839	1	1	1
раде	1845	1	1	1
раде	1846	1	1	1
раде	1849	3	3	3
раде	1850	1	1	1
раде	1852	2	2	2
раде	1853	1	1	1
раде	1854	1	1	1
раде	1855	1	1	1
раде	1856	1	1	1
раде	1857	2	2	2
раде	1860	1	1	1
раде	1866	3	3	3
раде	1867	1	1	1
раде	1868	1	1	1
раде	1869	1	1	1
раде	1870	1	1	1
раде	1874	1	1	1
раде	1877	1	1	1
раде	1878	1	1	1
раде	1879	1	1	1
раде	1880	3	3	3
раде	1883	1	1	1
раде	1884	1	1	1
раде	1887	1	1	1
раде	1888	2	2	2
раде	1889	1	1	1
раде	1890	1	1	1
раде	1892	1	1	1
раде	1893	1	1	1
раде	1894	1	1	1
раде	1895	1	1	1
раде	1897	1	1	1
раде	1902	2	2	2
раде	1905	2	2	2
раде	1906	3	3	3
раде	1908	2	2	2
раде	1912	1	1	1
раде	1914	1	1	1
раде	1917	1	1	1
раде	1922	1	1	1
раде	1925	2	2	1
раде	1931	5	5	1
раде	1933	2	2	1
раде	1938	1	1	1
раде	1939	1	1	1
раде	1940	2	2	2
раде	1942	2	2	2
раде	1943	1	1	1
раде	1948	3	3	3
раде	1949	1	1	1
раде	1950	1	1	1
раде	1952	1	1	1
раде	1953	1	1	1
раде	1956	2	2	1
раде	1957	1	1	1
раде	1960	1	1	1
раде	1964	1	1	1
раде	1966	1	1	1
раде	1967	2	1	1
раде	1968	2	2	2
раде	1970	1	1	1
раде	1971	1	1	1
раде	1975	2	2	2
раде	1981	4	4	2
раде	2003	1	1	1
развития	1906	4	3	1
развития	1939	1	1	1
развития	1940	4	3	2
развития	1941	1	1	1
развития	1945	4	2	2
развития	1951	2	2	2
развития	1952	1	1	1
развития	1953	2	2	1
развития	1955	4	4	2
развития	1956	4	4	3
развития	1957	28	14	1
развития	1958	8	8	4
развития	1959	25	14	1
развития	1960	12	9	2
развития	1961	97	54	3
развития	1962	9	6	2
развития	1963	2	2	1
развития	1964	35	33	6
развития	1965	6	6	3
развития	1966	14	11	1
развития	1968	1	1	1
развития	1970	6	5	1
развития	1971	8	7	1
развития	1972	9	8	2
развития	1974	22	17	2
развития	1975	11	9	4
развития	1976	2	2	1
развития	1977	21	17	2
развития	1978	47	39	2
развития	1981	101	60	3
развития	1982	12	12	2
развития	1983	8	7	2
развития	1984	1	1	1
развития	1988	14	14	2
развития	1990	19	17	1
развития	1991	6	6	1
развития	1992	13	10	1
развития	1995	7	4	1
решения	1928	2	2	1
решения	1951	4	4	1
решения	1952	3	3	1
решения	1954	2	2	1
решения	1955	5	4	2
решения	1956	3	3	3
решения	1960	3	3	1
решения	1961	13	12	2
решения	1962	10	9	2
решения	1963	1	1	1
решения	1964	6	6	2
решения	1965	10	9	1
решения	1966	6	4	2
решения	1968	6	4	1
решения	1969	7	7	2
решения	1970	2	2	1
решения	1974	5	3	2
решения	1975	18	16	3
решения	1976	4	4	1
решения	1977	6	5	2
решения	1978	14	10	1
решения	1981	23	21	3
решения	1982	13	10	4
решения	1983	6	6	2
решения	1984	1	1	1
решения	1987	7	4	2
решения	1988	3	3	2
решения	1992	5	4	1
рое	1804	1	1	1
рое	1822	1	1	1
рое	1825	1	1	1
рое	1827	2	2	2
рое	1830	1	1	1
рое	1832	2	2	2
рое	1833	1	1	1
рое	1834	4	3	3
рое	1840	1	1	1
рое	1842	1	1	1
рое	1843	1	1	1
рое	1844	1	1	1
рое	1847	1	1	1
рое	1849	3	3	1
рое	1850	2	2	2
рое	1851	2	2	1
рое	1853	1	1	1
рое	1855	3	3	3
рое	1856	2	2	2
рое	1857	2	2	2
рое	1859	3	3	3
рое	1860	2	2	2
рое	1863	1	1	1
рое	1864	1	1	1
рое	1868	1	1	1
рое	1870	2	2	2
рое	1871	2	2	2
рое	1874	2	2	2
рое	1875	1	1	1
рое	1876	1	1	1
рое	1877	1	1	1
рое	1878	2	2	2
рое	1879	1	1	1
рое	1883	2	2	2
рое	1884	1	1	1
рое	1885	2	2	2
рое	1888	1	1	1
рое	1890	1	1	1
рое	1902	1	1	1
рое	1906	2	2	1
рое	1909	2	2	2
рое	1912	3	3	3
рое	1917	3	3	3
рое	1923	1	1	1
рое	1924	2	2	2
рое	1926	1	1	1
рое	1927	1	1	1
рое	1929	1	1	1
рое	1930	1	1	1
рое	1932	1	1	1
рое	1933	4	4	4
рое	1935	2	2	2
рое	1936	3	3	3
рое	1937	4	4	4
рое	1938	1	1	1
рое	1939	2	2	1
рое	1940	4	4	4
рое	1941	4	4	3
рое	1942	2	2	2
рое	1943	4	4	2
рое	1944	1	1	1
рое	1945	1	1	1
рое	1946	1	1	1
рое	1947	1	1	1
рое	1948	4	4	4
рое	1949	1	1	1
рое	1950	2	2	2
рое	1951	6	6	3
рое	1952	2	2	2
рое	1953	5	3	3
рое	1954	6	6	2
рое	1955	1	1	1
рое	1956	3	3	2
рое	1958	2	2	1
рое	1959	1	1	1
рое	1960	1	1	1
рое	1961	2	2	2
рое	1962	2	2	2
рое	1964	2	2	2
рое	1967	3	3	2
рое	1969	1	1	1
рое	1971	1	1	1
рое	1974	1	1	1
рое	1975	1	1	1
рое	1979	2	2	2
рое	1980	2	2	1
рое	1981	1	1	1
рое	1988	4	4	1
рое	1989	1	1	1
рое	1990	1	1	1
рое	1992	3	3	2
рое	1997	1	1	1
рое	2004	1	1	1
ром	1824	1	1	1
ром	1830	2	2	2
ром	1832	1	1	1
ром	1833	1	1	1
ром	1834	2	2	2
ром	1838	1	1	1
ром	1839	1	1	1
ром	1840	2	2	2
ром	1842	1	1	1
ром	1846	1	1	1
ром	1849	2	2	2
ром	1850	1	1	1
ром	1854	1	1	1
ром	1856	2	2	2
ром	1859	1	1	1
ром	1866	1	1	1
ром	1867	2	2	2
ром	1868	1	1	1
ром	1884	1	1	1
ром	1888	3	3	3
ром	1889	1	1	1
ром	1891	1	1	1
ром	1894	1	1	1
ром	1904	1	1	1
ром	1918	1	1	1
ром	1923	1	1	1
ром	1932	1	1	1
ром	1938	1	1	1
ром	1942	1	1	1
ром	1945	1	1	1
ром	1948	1	1	1
ром	1952	1	1	1
ром	1954	1	1	1
ром	1969	1	1	1
ром	1977	1	1	1
ром	1978	4	2	1
